"","age","val","game","type","players"
"177",12,0.0136283777459129,"Mobile_Crossfire","FPS",0.43
"178",13,0.0189371708949324,"Mobile_Crossfire","FPS",0.43
"179",14,0.0252049510189945,"Mobile_Crossfire","FPS",0.43
"180",15,0.0322105608611888,"Mobile_Crossfire","FPS",0.43
"181",16,0.0395761388674827,"Mobile_Crossfire","FPS",0.43
"182",17,0.0467884556686946,"Mobile_Crossfire","FPS",0.43
"183",18,0.0532545988182239,"Mobile_Crossfire","FPS",0.43
"184",19,0.0583862791720967,"Mobile_Crossfire","FPS",0.43
"185",20,0.0616972889399458,"Mobile_Crossfire","FPS",0.43
"186",21,0.0628919388203926,"Mobile_Crossfire","FPS",0.43
"187",22,0.0619217063280534,"Mobile_Crossfire","FPS",0.43
"188",23,0.0589940043115595,"Mobile_Crossfire","FPS",0.43
"189",24,0.0545293863799417,"Mobile_Crossfire","FPS",0.43
"190",25,0.049077732750147,"Mobile_Crossfire","FPS",0.43
"191",26,0.0432151633451455,"Mobile_Crossfire","FPS",0.43
"192",27,0.0374477659498214,"Mobile_Crossfire","FPS",0.43
"193",28,0.0321444135865901,"Mobile_Crossfire","FPS",0.43
"194",29,0.0275106790131127,"Mobile_Crossfire","FPS",0.43
"195",30,0.0236030217144045,"Mobile_Crossfire","FPS",0.43
"196",31,0.020371459388488,"Mobile_Crossfire","FPS",0.43
"197",32,0.0177131336713295,"Mobile_Crossfire","FPS",0.43
"198",33,0.0155196409490027,"Mobile_Crossfire","FPS",0.43
"199",34,0.0137065629227428,"Mobile_Crossfire","FPS",0.43
"200",35,0.0122216434462554,"Mobile_Crossfire","FPS",0.43
"201",36,0.0110355354307631,"Mobile_Crossfire","FPS",0.43
"202",37,0.0101237303071236,"Mobile_Crossfire","FPS",0.43
"203",38,0.00944925250071292,"Mobile_Crossfire","FPS",0.43
"204",39,0.00895337975154583,"Mobile_Crossfire","FPS",0.43
"205",40,0.00855741252014334,"Mobile_Crossfire","FPS",0.43
"206",41,0.00817406944719295,"Mobile_Crossfire","FPS",0.43
"207",42,0.0077238815703664,"Mobile_Crossfire","FPS",0.43
"208",43,0.00715079602585027,"Mobile_Crossfire","FPS",0.43
"209",44,0.00643210245266297,"Mobile_Crossfire","FPS",0.43
"210",45,0.00558013186426204,"Mobile_Crossfire","FPS",0.43
"211",46,0.00463596864191308,"Mobile_Crossfire","FPS",0.43
"212",47,0.00365770012032715,"Mobile_Crossfire","FPS",0.43
"213",48,0.00270687136131955,"Mobile_Crossfire","FPS",0.43
"214",49,0.00183666494153956,"Mobile_Crossfire","FPS",0.43
"215",50,0.00108418584158983,"Mobile_Crossfire","FPS",0.43
"216",51,0.000467661073437613,"Mobile_Crossfire","FPS",0.43
"217",52,0,"Mobile_Crossfire","FPS",0.43
"218",53,0,"Mobile_Crossfire","FPS",0.43
"219",54,0,"Mobile_Crossfire","FPS",0.43
"220",55,0,"Mobile_Crossfire","FPS",0.43
"221",1,0,"Mobile_PUBG","FPS",3.5
"222",2,0,"Mobile_PUBG","FPS",3.5
"223",3,0,"Mobile_PUBG","FPS",3.5
"224",4,0,"Mobile_PUBG","FPS",3.5
"225",5,0,"Mobile_PUBG","FPS",3.5
"226",6,0,"Mobile_PUBG","FPS",3.5
"227",7,0.000377838653630306,"Mobile_PUBG","FPS",3.5
"228",8,0.00113896292219152,"Mobile_PUBG","FPS",3.5
"229",9,0.0021754405658837,"Mobile_PUBG","FPS",3.5
"230",10,0.00352865980154317,"Mobile_PUBG","FPS",3.5
"231",11,0.00522117882593544,"Mobile_PUBG","FPS",3.5
"232",12,0.00724690990232948,"Mobile_PUBG","FPS",3.5
"233",13,0.00956373285235022,"Mobile_PUBG","FPS",3.5
"234",14,0.0120912889659111,"Mobile_PUBG","FPS",3.5
"235",15,0.014716369702957,"Mobile_PUBG","FPS",3.5
"236",16,0.0173071401821314,"Mobile_PUBG","FPS",3.5
"237",17,0.0197354456255615,"Mobile_PUBG","FPS",3.5
"238",18,0.0219039240343443,"Mobile_PUBG","FPS",3.5
"239",19,0.0237721689989803,"Mobile_PUBG","FPS",3.5
"240",20,0.0253745679660388,"Mobile_PUBG","FPS",3.5
"241",21,0.0268225515904094,"Mobile_PUBG","FPS",3.5
"242",22,0.0282864396939554,"Mobile_PUBG","FPS",3.5
"243",23,0.0299568491396403,"Mobile_PUBG","FPS",3.5
"244",24,0.0319918459170967,"Mobile_PUBG","FPS",3.5
"245",25,0.0344619239103199,"Mobile_PUBG","FPS",3.5
"246",26,0.0373082850031149,"Mobile_PUBG","FPS",3.5
"247",27,0.0403289282349747,"Mobile_PUBG","FPS",3.5
"248",28,0.0432010910370608,"Mobile_PUBG","FPS",3.5
"249",29,0.0455387686980576,"Mobile_PUBG","FPS",3.5
"250",30,0.0469732115134628,"Mobile_PUBG","FPS",3.5
"251",31,0.0472361433057934,"Mobile_PUBG","FPS",3.5
"252",32,0.0462231043915896,"Mobile_PUBG","FPS",3.5
"253",33,0.0440190733962325,"Mobile_PUBG","FPS",3.5
"254",34,0.0408791076263254,"Mobile_PUBG","FPS",3.5
"255",35,0.0371697263517328,"Mobile_PUBG","FPS",3.5
"256",36,0.0332878110059096,"Mobile_PUBG","FPS",3.5
"257",37,0.0295793288210834,"Mobile_PUBG","FPS",3.5
"258",38,0.0262786822424355,"Mobile_PUBG","FPS",3.5
"259",39,0.0234819231282749,"Mobile_PUBG","FPS",3.5
"260",40,0.0211563700305138,"Mobile_PUBG","FPS",3.5
"261",41,0.0191789760351981,"Mobile_PUBG","FPS",3.5
"262",42,0.0173891545206876,"Mobile_PUBG","FPS",3.5
"263",43,0.0156401809314984,"Mobile_PUBG","FPS",3.5
"264",44,0.0138364441079174,"Mobile_PUBG","FPS",3.5
"265",45,0.0119499895570747,"Mobile_PUBG","FPS",3.5
"266",46,0.0100166107825372,"Mobile_PUBG","FPS",3.5
"267",47,0.00811706271679723,"Mobile_PUBG","FPS",3.5
"268",48,0.00635152649288272,"Mobile_PUBG","FPS",3.5
"269",49,0.0048151031643339,"Mobile_PUBG","FPS",3.5
"270",50,0.0035796654466174,"Mobile_PUBG","FPS",3.5
"271",51,0.00268415191499154,"Mobile_PUBG","FPS",3.5
"272",52,0.00213259191556836,"Mobile_PUBG","FPS",3.5
"273",53,0.00189756940108256,"Mobile_PUBG","FPS",3.5
"274",54,0.00192659781765486,"Mobile_PUBG","FPS",3.5
"275",55,0.00214958115738644,"Mobile_PUBG","FPS",3.5
"276",1,0,"Ace_Force","FPS",0.044
"277",2,0,"Ace_Force","FPS",0.044
"278",3,0,"Ace_Force","FPS",0.044
"279",4,0,"Ace_Force","FPS",0.044
"280",5,8.29692219001369e-05,"Ace_Force","FPS",0.044
"281",6,0.000804498840991827,"Ace_Force","FPS",0.044
"282",7,0.00185574153096848,"Ace_Force","FPS",0.044
"283",8,0.00332235458242738,"Ace_Force","FPS",0.044
"284",9,0.00528028430252078,"Ace_Force","FPS",0.044
"285",10,0.00777909504128904,"Ace_Force","FPS",0.044
"286",11,0.0108237574935167,"Ace_Force","FPS",0.044
"287",12,0.014358676285968,"Ace_Force","FPS",0.044
"288",13,0.0182584996518332,"Ace_Force","FPS",0.044
"289",14,0.0223299266795067,"Ace_Force","FPS",0.044
"290",15,0.0263271074167292,"Ace_Force","FPS",0.044
"291",16,0.0299804891702016,"Ace_Force","FPS",0.044
"292",17,0.0330356446845073,"Ace_Force","FPS",0.044
"293",18,0.0352955216580896,"Ace_Force","FPS",0.044
"294",19,0.03665752704002,"Ace_Force","FPS",0.044
"295",20,0.0371365959050674,"Ace_Force","FPS",0.044
"296",21,0.0368672577988984,"Ace_Force","FPS",0.044
"297",22,0.0360816180158601,"Ace_Force","FPS",0.044
"298",23,0.0350655119458929,"Ace_Force","FPS",0.044
"299",24,0.034100750291465,"Ace_Force","FPS",0.044
"300",25,0.0334058700575258,"Ace_Force","FPS",0.044
"301",26,0.0330896316290494,"Ace_Force","FPS",0.044
"302",27,0.033129616944015,"Ace_Force","FPS",0.044
"303",28,0.0333826262942373,"Ace_Force","FPS",0.044
"304",29,0.0336253355165982,"Ace_Force","FPS",0.044
"305",30,0.0336151443235029,"Ace_Force","FPS",0.044
"306",31,0.0331550322783093,"Ace_Force","FPS",0.044
"307",32,0.0321447187245624,"Ace_Force","FPS",0.044
"308",33,0.0306042543721966,"Ace_Force","FPS",0.044
"309",34,0.0286642914149483,"Ace_Force","FPS",0.044
"310",35,0.0265271032262683,"Ace_Force","FPS",0.044
"311",36,0.0244107679104926,"Ace_Force","FPS",0.044
"312",37,0.0224931607359326,"Ace_Force","FPS",0.044
"313",38,0.0208713644909396,"Ace_Force","FPS",0.044
"314",39,0.0195464580491438,"Ace_Force","FPS",0.044
"315",40,0.018435496183877,"Ace_Force","FPS",0.044
"316",41,0.0174045875077693,"Ace_Force","FPS",0.044
"317",42,0.0163117089470832,"Ace_Force","FPS",0.044
"318",43,0.0150465701840016,"Ace_Force","FPS",0.044
"319",44,0.0135573738281169,"Ace_Force","FPS",0.044
"320",45,0.0118594200406862,"Ace_Force","FPS",0.044
"321",46,0.0100262552323066,"Ace_Force","FPS",0.044
"322",47,0.00816861456172691,"Ace_Force","FPS",0.044
"323",48,0.00640858298925516,"Ace_Force","FPS",0.044
"324",49,0.00485599319829938,"Ace_Force","FPS",0.044
"325",50,0.00359176685542847,"Ace_Force","FPS",0.044
"326",51,0.00265985856673703,"Ace_Force","FPS",0.044
"327",52,0.00206683799408879,"Ace_Force","FPS",0.044
"328",53,0.00178667874545603,"Ace_Force","FPS",0.044
"329",54,0.00176814580524079,"Ace_Force","FPS",0.044
"330",55,0.00194290583455059,"Ace_Force","FPS",0.044
"331",1,0,"Genshin_Impact","RPG",2
"332",2,0,"Genshin_Impact","RPG",2
"333",3,0,"Genshin_Impact","RPG",2
"334",4,0,"Genshin_Impact","RPG",2
"335",5,2.15237097288864e-05,"Genshin_Impact","RPG",2
"336",6,0.000704951204377098,"Genshin_Impact","RPG",2
"337",7,0.00170804532689393,"Genshin_Impact","RPG",2
"338",8,0.00311938035626178,"Genshin_Impact","RPG",2
"339",9,0.0050218744639169,"Genshin_Impact","RPG",2
"340",10,0.00747701276890692,"Genshin_Impact","RPG",2
"341",11,0.0105066153097736,"Genshin_Impact","RPG",2
"342",12,0.0140754298519161,"Genshin_Impact","RPG",2
"343",13,0.0180788496097035,"Genshin_Impact","RPG",2
"344",14,0.0223402047592065,"Genshin_Impact","RPG",2
"345",15,0.0266210421846146,"Genshin_Impact","RPG",2
"346",16,0.0306455567000623,"Genshin_Impact","RPG",2
"347",17,0.0341371802217848,"Genshin_Impact","RPG",2
"348",18,0.0368619096353404,"Genshin_Impact","RPG",2
"349",19,0.0386701194420849,"Genshin_Impact","RPG",2
"350",20,0.0395272721587957,"Genshin_Impact","RPG",2
"351",21,0.0395248372984622,"Genshin_Impact","RPG",2
"352",22,0.038866142941886,"Genshin_Impact","RPG",2
"353",23,0.0378274190331669,"Genshin_Impact","RPG",2
"354",24,0.0367007838856889,"Genshin_Impact","RPG",2
"355",25,0.0357315994531127,"Genshin_Impact","RPG",2
"356",26,0.0350655523371771,"Genshin_Impact","RPG",2
"357",27,0.0347196062817828,"Genshin_Impact","RPG",2
"358",28,0.0345853901878408,"Genshin_Impact","RPG",2
"359",29,0.0344648974774273,"Genshin_Impact","RPG",2
"360",30,0.0341291026930392,"Genshin_Impact","RPG",2
"361",31,0.033383247808861,"Genshin_Impact","RPG",2
"362",32,0.0321205013004986,"Genshin_Impact","RPG",2
"363",33,0.0303492786945743,"Genshin_Impact","RPG",2
"364",34,0.0281876216200631,"Genshin_Impact","RPG",2
"365",35,0.0258279745956353,"Genshin_Impact","RPG",2
"366",36,0.0234841979076214,"Genshin_Impact","RPG",2
"367",37,0.0213370448963604,"Genshin_Impact","RPG",2
"368",38,0.0194934767722454,"Genshin_Impact","RPG",2
"369",39,0.0179697744967458,"Genshin_Impact","RPG",2
"370",40,0.0167005515995448,"Genshin_Impact","RPG",2
"371",41,0.0155681609577849,"Genshin_Impact","RPG",2
"372",42,0.0144419243941504,"Genshin_Impact","RPG",2
"373",43,0.0132153091745434,"Genshin_Impact","RPG",2
"374",44,0.0118315042550876,"Genshin_Impact","RPG",2
"375",45,0.0102925693613935,"Genshin_Impact","RPG",2
"376",46,0.00865263882763477,"Genshin_Impact","RPG",2
"377",47,0.00699985892133693,"Genshin_Impact","RPG",2
"378",48,0.00543376125360932,"Genshin_Impact","RPG",2
"379",49,0.00404445038680939,"Genshin_Impact","RPG",2
"380",50,0.00289792578556603,"Genshin_Impact","RPG",2
"381",51,0.00202911559755474,"Genshin_Impact","RPG",2
"382",52,0.00144180604557248,"Genshin_Impact","RPG",2
"383",53,0.00111326491148735,"Genshin_Impact","RPG",2
"384",54,0.00100111696403877,"Genshin_Impact","RPG",2
"385",55,0.00105062417832846,"Genshin_Impact","RPG",2
"386",1,0,"Honkai_Impact","RPG",0.09
"387",2,0,"Honkai_Impact","RPG",0.09
"388",3,0,"Honkai_Impact","RPG",0.09
"389",4,0,"Honkai_Impact","RPG",0.09
"390",5,0.000302118180367387,"Honkai_Impact","RPG",0.09
"391",6,0.00116077683216449,"Honkai_Impact","RPG",0.09
"392",7,0.00242604213174479,"Honkai_Impact","RPG",0.09
"393",8,0.00421420277966462,"Honkai_Impact","RPG",0.09
"394",9,0.00663674384022556,"Honkai_Impact","RPG",0.09
"395",10,0.00978039596638818,"Honkai_Impact","RPG",0.09
"396",11,0.0136832969155571,"Honkai_Impact","RPG",0.09
"397",12,0.0183111057816347,"Honkai_Impact","RPG",0.09
"398",13,0.0235383772827624,"Honkai_Impact","RPG",0.09
"399",14,0.0291410053200123,"Honkai_Impact","RPG",0.09
"400",15,0.0348046318494407,"Honkai_Impact","RPG",0.09
"401",16,0.0401514409859384,"Honkai_Impact","RPG",0.09
"402",17,0.0447839894654341,"Honkai_Impact","RPG",0.09
"403",18,0.0483403734748507,"Honkai_Impact","RPG",0.09
"404",19,0.0505511562447023,"Honkai_Impact","RPG",0.09
"405",20,0.0512862714327775,"Honkai_Impact","RPG",0.09
"406",21,0.0505805745466474,"Honkai_Impact","RPG",0.09
"407",22,0.0486302737077482,"Honkai_Impact","RPG",0.09
"408",23,0.0457586947529856,"Honkai_Impact","RPG",0.09
"409",24,0.0423573320908746,"Honkai_Impact","RPG",0.09
"410",25,0.0388148255631208,"Honkai_Impact","RPG",0.09
"411",26,0.035450227551783,"Honkai_Impact","RPG",0.09
"412",27,0.0324662274198369,"Honkai_Impact","RPG",0.09
"413",28,0.0299327631298971,"Honkai_Impact","RPG",0.09
"414",29,0.0278030833673848,"Honkai_Impact","RPG",0.09
"415",30,0.0259553763253446,"Honkai_Impact","RPG",0.09
"416",31,0.0242463747585648,"Honkai_Impact","RPG",0.09
"417",32,0.022560966501992,"Honkai_Impact","RPG",0.09
"418",33,0.0208443892258071,"Honkai_Impact","RPG",0.09
"419",34,0.0191100057297654,"Honkai_Impact","RPG",0.09
"420",35,0.0174236521899218,"Honkai_Impact","RPG",0.09
"421",36,0.0158724748461301,"Honkai_Impact","RPG",0.09
"422",37,0.0145299421085387,"Honkai_Impact","RPG",0.09
"423",38,0.0134284839080162,"Honkai_Impact","RPG",0.09
"424",39,0.0125474939556154,"Honkai_Impact","RPG",0.09
"425",40,0.0118188070455646,"Honkai_Impact","RPG",0.09
"426",41,0.0111462133422874,"Honkai_Impact","RPG",0.09
"427",42,0.0104317944677815,"Honkai_Impact","RPG",0.09
"428",43,0.00960077863279936,"Honkai_Impact","RPG",0.09
"429",44,0.00861816409736254,"Honkai_Impact","RPG",0.09
"430",45,0.00749368420260835,"Honkai_Impact","RPG",0.09
"431",46,0.00627548793813575,"Honkai_Impact","RPG",0.09
"432",47,0.00503594325582071,"Honkai_Impact","RPG",0.09
"433",48,0.00385444221225402,"Honkai_Impact","RPG",0.09
"434",49,0.00280184728430405,"Honkai_Impact","RPG",0.09
"435",50,0.00192970288088089,"Honkai_Impact","RPG",0.09
"436",51,0.00126531128693619,"Honkai_Impact","RPG",0.09
"437",52,0.000812002282435925,"Honkai_Impact","RPG",0.09
"438",53,0.000552902816007534,"Honkai_Impact","RPG",0.09
"439",54,0.000456342545464306,"Honkai_Impact","RPG",0.09
"440",55,0.00048148554571721,"Honkai_Impact","RPG",0.09
"441",1,0,"Arknights","RPG",0.1
"442",2,0,"Arknights","RPG",0.1
